timestamp,open,high,low,close,volume,vpin,vpin_regime,garch_mu,garch_vol,garch_signal,svm_pred,xgb_pred,xgb_conf,week_pos,trend_15m,decision
2026-09-23 14:46:45.186421+05:30,80456.23,80523.76,80427.62,80509.04,14389.0,0.1477,LOW_TOXICITY,0.00026,0.2785,BUY,-1,-1,0.9948,0.925,0,VETO
2026-09-23 14:47:45.186421+05:30,80446.99,80547.73,80404.0,80494.63,10193.0,0.1477,LOW_TOXICITY,0.000299,0.277,BUY,-1,-1,0.9948,0.917,0,VETO
2026-09-23 14:48:45.186421+05:30,80537.77,80632.15,80446.53,80596.11,10759.0,0.1477,LOW_TOXICITY,0.000315,0.3135,BUY,1,1,0.9952,0.974,0,APPROVED
2026-09-23 14:49:45.186421+05:30,80643.06,80810.99,80558.5,80668.32,17393.0,0.1477,LOW_TOXICITY,0.00035,0.3043,BUY,1,1,0.9952,1.0,0,APPROVED
2026-09-23 14:50:45.186421+05:30,80735.76,80780.1,80664.57,80742.02,15781.0,0.1477,LOW_TOXICITY,0.000345,0.302,BUY,1,1,0.9952,1.0,0,APPROVED
2026-09-23 14:51:45.186421+05:30,80846.61,80926.18,80717.74,80862.43,19870.0,0.1477,LOW_TOXICITY,0.000398,0.3376,BUY,1,1,0.9952,1.0,0,APPROVED
2026-09-23 14:52:45.186421+05:30,80781.66,80875.73,80728.16,80868.21,6253.0,0.1477,LOW_TOXICITY,0.000457,0.2953,BUY,1,1,0.9952,1.0,0,APPROVED
2026-09-23 14:53:45.186421+05:30,80970.63,80993.98,80938.05,80941.51,12378.0,0.1477,LOW_TOXICITY,0.00056,0.2986,BUY,1,1,0.9952,1.0,0,APPROVED
2026-09-23 14:54:45.186421+05:30,80905.94,80939.38,80817.76,80912.68,13050.0,0.1663,LOW_TOXICITY,0.000482,0.2888,BUY,-1,-1,0.9948,1.0,0,APPROVED
2026-09-23 14:55:45.186421+05:30,80985.21,81031.91,80921.19,80947.18,18142.0,0.1663,LOW_TOXICITY,0.000465,0.2799,BUY,1,1,0.9952,1.0,0,APPROVED
2026-09-23 14:58:27.589507+05:30,74812.17,74812.17,74812.17,74812.17,25000.0,0.1358,LOW_TOXICITY,0.077404,30.7409,BUY,1,1,0.5,1.0,1,VETO
2026-09-23 14:59:07.818368+05:30,74792.88,74792.88,74792.88,74792.88,25000.0,0.1358,LOW_TOXICITY,0.077378,25.6808,BUY,1,1,0.5,1.0,1,VETO
2026-09-23 15:00:08.122753+05:30,74797.58,74797.58,74797.58,74797.58,25000.0,0.1358,LOW_TOXICITY,0.077377,21.4537,BUY,1,1,0.5,1.0,1,VETO
2026-09-23 15:01:08.733615+05:30,74803.3,74803.3,74803.3,74803.3,25000.0,0.1358,LOW_TOXICITY,0.077406,17.9224,BUY,1,1,0.5,1.0,1,VETO
2026-09-23 15:02:09.084931+05:30,74795.27,74795.27,74795.27,74795.27,25000.0,0.1358,LOW_TOXICITY,0.077386,14.9723,BUY,1,1,0.5,1.0,1,VETO
2026-09-23 15:03:09.421941+05:30,74775.07,74775.07,74775.07,74775.07,25000.0,0.1358,LOW_TOXICITY,0.077364,12.5079,BUY,1,1,0.5,1.0,1,VETO
